country_code,installed_capacity_MW,pumping_MW,,,country_code,Installed_capacity,pumping capacity
NO,3.9,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,1.75,Not Recorded,,,,,
NO,4.5,Not Recorded,,,,,
NO,1.38,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,4.04,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,5.2,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,1.33,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.15,Not Recorded,,,,,
NO,1.44,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,1.44,Not Recorded,,,,,
NO,1.59,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,2.66,Not Recorded,,,,,
NO,1.95,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,2.84,Not Recorded,,,,,
NO,3.12,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,3.8,Not Recorded,,,,,
NO,4.95,Not Recorded,,,,,
NO,4.62,Not Recorded,,,,,
NO,4.05,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,3.1,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,3.34,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,1.45,Not Recorded,,,,,
NO,4.85,Not Recorded,,,,,
NO,4.76,Not Recorded,,,,,
NO,4.05,Not Recorded,,,,,
NO,4.3,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,1.88,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.85,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.65,Not Recorded,,,,,
NO,5.85,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,6.5,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,1.77,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,5.4,Not Recorded,,,,,
NO,3.7,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,4.35,Not Recorded,,,,,
NO,3.68,Not Recorded,,,,,
NO,5.2,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,4.33,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,2.43,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,1.43,Not Recorded,,,,,
NO,1.68,Not Recorded,,,,,
NO,1.52,Not Recorded,,,,,
NO,1.6,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,1.45,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,1.24,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,1.42,Not Recorded,,,,,
NO,4.7,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,5.6,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,4.85,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,4.95,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,3.1,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,2.56,Not Recorded,,,,,
NO,2.66,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,1.93,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,4,Not Recorded,,,,,
NO,2.55,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,2.46,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,1.79,Not Recorded,,,,,
NO,1.15,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,9.98,Not Recorded,,,,,
NO,4.86,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,1.24,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,1.6,Not Recorded,,,,,
NO,1.24,Not Recorded,,,,,
NO,4.27,Not Recorded,,,,,
NO,4.4,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,4.2,Not Recorded,,,,,
NO,4.95,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,9.2,Not Recorded,,,,,
NO,1.66,Not Recorded,,,,,
NO,5.42,Not Recorded,,,,,
NO,3.6,Not Recorded,,,,,
NO,1.26,Not Recorded,,,,,
NO,4.99,Not Recorded,,,,,
NO,8.58,Not Recorded,,,,,
NO,6.14,Not Recorded,,,,,
NO,5.7,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,5.9,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,8.8,Not Recorded,,,,,
NO,1.36,Not Recorded,,,,,
NO,9.1,Not Recorded,,,,,
NO,5.4,Not Recorded,,,,,
NO,1.64,Not Recorded,,,,,
NO,1.46,Not Recorded,,,,,
NO,1.65,Not Recorded,,,,,
NO,4.3,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,4.72,Not Recorded,,,,,
NO,1.96,Not Recorded,,,,,
NO,1.64,Not Recorded,,,,,
NO,5.36,Not Recorded,,,,,
NO,4.04,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,3.26,Not Recorded,,,,,
NO,3.6,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,2.67,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,1.46,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,4.59,Not Recorded,,,,,
NO,1.39,Not Recorded,,,,,
NO,1.93,Not Recorded,,,,,
NO,5.4,Not Recorded,,,,,
NO,2.83,Not Recorded,,,,,
NO,4.94,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,3.49,Not Recorded,,,,,
NO,4.1,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,1.09,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,5.2,Not Recorded,,,,,
NO,4.83,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,3.91,Not Recorded,,,,,
NO,2.77,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,1.93,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,4.74,Not Recorded,,,,,
NO,5.4,Not Recorded,,,,,
NO,1.44,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,2.99,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,2.95,Not Recorded,,,,,
NO,2.35,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,1.88,Not Recorded,,,,,
NO,5.31,Not Recorded,,,,,
NO,3.8,Not Recorded,,,,,
NO,1.13,Not Recorded,,,,,
NO,2.88,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,1.55,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,5.35,Not Recorded,,,,,
NO,4.18,Not Recorded,,,,,
NO,4.3,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,2.99,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,9,Not Recorded,,,,,
NO,4.36,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,5.89,Not Recorded,,,,,
NO,1.95,Not Recorded,,,,,
NO,3.47,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,1.35,Not Recorded,,,,,
NO,3.52,Not Recorded,,,,,
NO,5.5,Not Recorded,,,,,
NO,2.15,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,4.3,Not Recorded,,,,,
NO,2.83,Not Recorded,,,,,
NO,8.6,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,7.1,Not Recorded,,,,,
NO,4.98,Not Recorded,,,,,
NO,1.92,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,7.5,Not Recorded,,,,,
NO,8.2,Not Recorded,,,,,
NO,4.04,Not Recorded,,,,,
NO,1.55,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,3.74,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,5.55,Not Recorded,,,,,
NO,5.5,Not Recorded,,,,,
NO,3.8,Not Recorded,,,,,
NO,4.49,Not Recorded,,,,,
NO,8.63,Not Recorded,,,,,
NO,7.82,Not Recorded,,,,,
NO,9,Not Recorded,,,,,
NO,6.06,Not Recorded,,,,,
NO,4.62,Not Recorded,,,,,
NO,7.96,Not Recorded,,,,,
NO,5.19,Not Recorded,,,,,
NO,4.53,Not Recorded,,,,,
NO,4.5,Not Recorded,,,,,
NO,4.7,Not Recorded,,,,,
NO,5.02,Not Recorded,,,,,
NO,4.56,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,1.95,Not Recorded,,,,,
NO,8.99,Not Recorded,,,,,
NO,5.32,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,2.29,Not Recorded,,,,,
NO,5.43,Not Recorded,,,,,
NO,5.1,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,9.5,Not Recorded,,,,,
NO,4.55,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,9.8,Not Recorded,,,,,
NO,6.35,Not Recorded,,,,,
NO,3.4,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,8,Not Recorded,,,,,
NO,7.74,Not Recorded,,,,,
NO,9.2,Not Recorded,,,,,
NO,8,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,1.24,Not Recorded,,,,,
NO,4.7,Not Recorded,,,,,
NO,2.58,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,3.21,Not Recorded,,,,,
NO,9,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,7.8,Not Recorded,,,,,
NO,3.1,Not Recorded,,,,,
NO,4.2,Not Recorded,,,,,
NO,7.7,Not Recorded,,,,,
NO,8.56,Not Recorded,,,,,
NO,2.08,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,8.2,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,1.65,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,6.03,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,2.16,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,1.48,Not Recorded,,,,,
NO,1.42,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,4.6,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,4.4,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,8.51,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,3.15,Not Recorded,,,,,
NO,8.5,Not Recorded,,,,,
NO,9.94,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,3.09,Not Recorded,,,,,
NO,4.3,Not Recorded,,,,,
NO,2.42,Not Recorded,,,,,
NO,8.6,Not Recorded,,,,,
NO,1.45,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,3.06,Not Recorded,,,,,
NO,6.6,Not Recorded,,,,,
NO,8.5,Not Recorded,,,,,
NO,9.3,Not Recorded,,,,,
NO,3.64,Not Recorded,,,,,
NO,7.7,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,3.6,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,8.6,Not Recorded,,,,,
NO,4.2,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,5.25,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,5.6,Not Recorded,,,,,
NO,8.59,Not Recorded,,,,,
NO,6,Not Recorded,,,,,
