country_code,installed_capacity_MW,pumping_MW,,,country_code,Installed_capacity,pumping capacity
DE,0.3,Not Recorded,,,,,
DE,0.3,Not Recorded,,,,,
DE,0.3,Not Recorded,,,,,
DE,0.3,Not Recorded,,,,,
DE,0.3,Not Recorded,,,,,
DE,0.3,Not Recorded,,,,,
DE,0.3,Not Recorded,,,,,
DE,0.3,Not Recorded,,,,,
CH,180,Not Recorded,,,,,
DE,0.3,Not Recorded,,,,,
DE,0.295,Not Recorded,,,,,
DE,0.295,Not Recorded,,,,,
DE,0.295,Not Recorded,,,,,
DE,0.295,Not Recorded,,,,,
DE,0.295,Not Recorded,,,,,
DE,0.295,Not Recorded,,,,,
DE,0.294,Not Recorded,,,,,
DE,0.2925,Not Recorded,,,,,
DE,0.292,Not Recorded,,,,,
BA,179,Not Recorded,,,,,
DE,0.29,Not Recorded,,,,,
DE,0.29,Not Recorded,,,,,
DE,0.286,Not Recorded,,,,,
DE,0.285,Not Recorded,,,,,
DE,0.28,Not Recorded,,,,,
DE,0.28,Not Recorded,,,,,
DE,0.279,Not Recorded,,,,,
DE,0.27,Not Recorded,,,,,
DE,0.27,Not Recorded,,,,,
DE,0.27,Not Recorded,,,,,
AT,179,Not Recorded,,,,,
DE,0.27,Not Recorded,,,,,
DE,0.27,Not Recorded,,,,,
DE,0.27,Not Recorded,,,,,
DE,0.264,Not Recorded,,,,,
DE,0.26,Not Recorded,,,,,
DE,0.26,Not Recorded,,,,,
DE,0.26,Not Recorded,,,,,
DE,0.26,Not Recorded,,,,,
DE,0.26,Not Recorded,,,,,
DE,0.26,Not Recorded,,,,,
CH,179,Not Recorded,,,,,
DE,0.26,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
ES,851,828,,,,,
ES,177,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.25,Not Recorded,,,,,
DE,0.245,Not Recorded,,,,,
DE,0.24,Not Recorded,,,,,
DE,0.24,Not Recorded,,,,,
DE,0.24,Not Recorded,,,,,
DE,0.235,Not Recorded,,,,,
SE,180,Not Recorded,,,,,
DE,0.235,Not Recorded,,,,,
DE,0.23,Not Recorded,,,,,
DE,0.23,Not Recorded,,,,,
DE,0.23,Not Recorded,,,,,
DE,0.228,Not Recorded,,,,,
DE,0.227,Not Recorded,,,,,
DE,0.225,Not Recorded,,,,,
DE,0.225,Not Recorded,,,,,
DE,0.225,Not Recorded,,,,,
DE,0.224,Not Recorded,,,,,
IT,230,Not Recorded,,,,,
DE,0.222,Not Recorded,,,,,
DE,0.22,Not Recorded,,,,,
DE,0.22,Not Recorded,,,,,
DE,0.22,Not Recorded,,,,,
DE,0.22,Not Recorded,,,,,
DE,0.22,Not Recorded,,,,,
DE,0.22,Not Recorded,,,,,
DE,0.215,Not Recorded,,,,,
DE,0.212,Not Recorded,,,,,
FR,175,Not Recorded,,,,,
DE,0.21,Not Recorded,,,,,
DE,0.21,Not Recorded,,,,,
DE,0.205,Not Recorded,,,,,
DE,0.2,Not Recorded,,,,,
DE,0.2,Not Recorded,,,,,
DE,0.2,Not Recorded,,,,,
DE,0.2,Not Recorded,,,,,
DE,0.2,Not Recorded,,,,,
DE,0.2,Not Recorded,,,,,
DE,0.2,Not Recorded,,,,,
AT,172,Not Recorded,,,,,
DE,0.2,Not Recorded,,,,,
DE,0.196,Not Recorded,,,,,
DE,0.19,Not Recorded,,,,,
DE,0.19,Not Recorded,,,,,
DE,0.185,Not Recorded,,,,,
DE,0.185,Not Recorded,,,,,
DE,0.185,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
SE,342,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.18,Not Recorded,,,,,
DE,0.17,Not Recorded,,,,,
DE,0.17,Not Recorded,,,,,
PT,132,Not Recorded,,,,,
DE,0.17,Not Recorded,,,,,
DE,0.17,Not Recorded,,,,,
DE,0.17,Not Recorded,,,,,
DE,0.17,Not Recorded,,,,,
DE,0.167,Not Recorded,,,,,
DE,0.165,Not Recorded,,,,,
DE,0.165,Not Recorded,,,,,
DE,0.165,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.16,Not Recorded,,,,,
DE,0.155,Not Recorded,,,,,
DE,0.15403,Not Recorded,,,,,
DE,0.151,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
FI,169,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.15,Not Recorded,,,,,
DE,0.148,Not Recorded,,,,,
DE,0.146,Not Recorded,,,,,
FR,808,Not Recorded,,,,,
AT,168,Not Recorded,,,,,
DE,0.145,Not Recorded,,,,,
DE,0.145,Not Recorded,,,,,
DE,0.145,Not Recorded,,,,,
DE,0.145,Not Recorded,,,,,
DE,0.145,Not Recorded,,,,,
DE,0.145,Not Recorded,,,,,
DE,0.145,Not Recorded,,,,,
DE,0.14,Not Recorded,,,,,
DE,0.14,Not Recorded,,,,,
DE,0.14,Not Recorded,,,,,
DE,165,Not Recorded,,,,,
DE,0.136,Not Recorded,,,,,
DE,0.135,Not Recorded,,,,,
DE,0.135,Not Recorded,,,,,
DE,0.135,Not Recorded,,,,,
DE,0.135,Not Recorded,,,,,
DE,0.132,Not Recorded,,,,,
DE,0.132,Not Recorded,,,,,
DE,0.132,Not Recorded,,,,,
DE,0.132,Not Recorded,,,,,
DE,0.132,Not Recorded,,,,,
DE,165,Not Recorded,,,,,
DE,0.132,Not Recorded,,,,,
DE,0.132,Not Recorded,,,,,
DE,0.1314,Not Recorded,,,,,
DE,0.13,Not Recorded,,,,,
DE,0.13,Not Recorded,,,,,
DE,0.13,Not Recorded,,,,,
DE,0.13,Not Recorded,,,,,
DE,0.13,Not Recorded,,,,,
DE,0.13,Not Recorded,,,,,
DE,0.13,Not Recorded,,,,,
CH,164.8,Not Recorded,,,,,
DE,0.1291,Not Recorded,,,,,
DE,0.125,Not Recorded,,,,,
DE,0.125,Not Recorded,,,,,
DE,0.125,Not Recorded,,,,,
DE,0.125,Not Recorded,,,,,
DE,0.125,Not Recorded,,,,,
DE,0.124,Not Recorded,,,,,
DE,0.12,Not Recorded,,,,,
DE,0.12,Not Recorded,,,,,
DE,0.12,Not Recorded,,,,,
IT,172.6,Not Recorded,,,,,
DE,0.1195,Not Recorded,,,,,
DE,0.118,Not Recorded,,,,,
DE,0.115,Not Recorded,,,,,
DE,0.115,Not Recorded,,,,,
DE,0.115,Not Recorded,,,,,
DE,0.114,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,164,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
CH,164,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.11,Not Recorded,,,,,
DE,0.108,Not Recorded,,,,,
DE,0.108,Not Recorded,,,,,
DE,0.107,Not Recorded,,,,,
DE,0.105,Not Recorded,,,,,
DE,0.105,Not Recorded,,,,,
DE,0.105,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
CH,192,162,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.1,Not Recorded,,,,,
DE,0.099,Not Recorded,,,,,
DE,0.099,Not Recorded,,,,,
DE,0.098,Not Recorded,,,,,
DE,0.096,Not Recorded,,,,,
DE,0.0955,Not Recorded,,,,,
DE,0.0954,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
FR,162.1,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
DE,0.095,Not Recorded,,,,,
DE,0.093,Not Recorded,,,,,
DE,0.092,Not Recorded,,,,,
FR,1690,1200,,,,,
AT,525,480,,,,,
EL,116,Not Recorded,,,,,
DE,0.091,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
PL,162,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
MK,162,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.09,Not Recorded,,,,,
DE,0.089,Not Recorded,,,,,
DE,0.085,Not Recorded,,,,,
DE,0.085,Not Recorded,,,,,
DE,0.085,Not Recorded,,,,,
BA,161,Not Recorded,,,,,
DE,0.085,Not Recorded,,,,,
DE,0.085,Not Recorded,,,,,
DE,0.0844,Not Recorded,,,,,
DE,0.084,Not Recorded,,,,,
DE,0.084,Not Recorded,,,,,
DE,0.0833,Not Recorded,,,,,
DE,0.083,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
IT,161,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
SE,172,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.08,Not Recorded,,,,,
DE,0.0788,Not Recorded,,,,,
DE,0.078,Not Recorded,,,,,
DE,0.078,Not Recorded,,,,,
DE,0.078,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,160,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
SE,160,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.075,Not Recorded,,,,,
DE,0.0735,Not Recorded,,,,,
ES,159,Not Recorded,,,,,
DE,0.072,Not Recorded,,,,,
DE,0.072,Not Recorded,,,,,
DE,0.07,Not Recorded,,,,,
DE,0.07,Not Recorded,,,,,
DE,0.07,Not Recorded,,,,,
DE,0.07,Not Recorded,,,,,
DE,0.07,Not Recorded,,,,,
DE,0.07,Not Recorded,,,,,
DE,0.07,Not Recorded,,,,,
DE,0.068,Not Recorded,,,,,
PT,125,79,,,,,
DE,0.067,Not Recorded,,,,,
DE,0.067,Not Recorded,,,,,
DE,0.066,Not Recorded,,,,,
DE,0.065,Not Recorded,,,,,
DE,0.064,Not Recorded,,,,,
DE,0.063,Not Recorded,,,,,
DE,0.063,Not Recorded,,,,,
DE,0.062,Not Recorded,,,,,
DE,0.061,Not Recorded,,,,,
FR,159,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
BG,160,43,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.06,Not Recorded,,,,,
DE,0.059,Not Recorded,,,,,
DE,0.0575,Not Recorded,,,,,
DE,0.056,Not Recorded,,,,,
DE,0.056,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
PL,157,136,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.055,Not Recorded,,,,,
DE,0.054,Not Recorded,,,,,
DE,0.054,Not Recorded,,,,,
FR,156.2,Not Recorded,,,,,
DE,0.053,Not Recorded,,,,,
DE,0.052,Not Recorded,,,,,
DE,0.052,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
FR,156,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.05,Not Recorded,,,,,
DE,0.04864,Not Recorded,,,,,
DE,0.04854,Not Recorded,,,,,
FR,156,Not Recorded,,,,,
DE,0.0485,Not Recorded,,,,,
DE,0.0485,Not Recorded,,,,,
DE,0.048,Not Recorded,,,,,
DE,0.048,Not Recorded,,,,,
DE,0.048,Not Recorded,,,,,
DE,0.048,Not Recorded,,,,,
DE,0.048,Not Recorded,,,,,
DE,0.0465,Not Recorded,,,,,
DE,0.04636,Not Recorded,,,,,
SE,160,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
PT,117,Not Recorded,,,,,
SE,155,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
DE,0.045,Not Recorded,,,,,
CH,155,Not Recorded,,,,,
DE,0.044,Not Recorded,,,,,
DE,0.043,Not Recorded,,,,,
DE,0.043,Not Recorded,,,,,
DE,0.043,Not Recorded,,,,,
DE,0.043,Not Recorded,,,,,
DE,0.0421,Not Recorded,,,,,
DE,0.042,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
EL,108,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
DE,0.04,Not Recorded,,,,,
DE,0.039,Not Recorded,,,,,
DE,0.038,Not Recorded,,,,,
DE,0.038,Not Recorded,,,,,
DE,0.038,Not Recorded,,,,,
FR,153.7,Not Recorded,,,,,
DE,0.038,Not Recorded,,,,,
DE,0.038,Not Recorded,,,,,
DE,0.038,Not Recorded,,,,,
DE,0.0378,Not Recorded,,,,,
DE,0.0375,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
UK,152.5,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
FR,152,Not Recorded,,,,,
DE,0.037,Not Recorded,,,,,
DE,0.0368,Not Recorded,,,,,
DE,0.03648,Not Recorded,,,,,
DE,0.036,Not Recorded,,,,,
DE,0.036,Not Recorded,,,,,
DE,0.036,Not Recorded,,,,,
DE,0.036,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
SE,155,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.035,Not Recorded,,,,,
DE,0.0342,Not Recorded,,,,,
DE,0.034,Not Recorded,,,,,
DE,0.034,Not Recorded,,,,,
CH,151,Not Recorded,,,,,
DE,0.034,Not Recorded,,,,,
DE,0.034,Not Recorded,,,,,
DE,0.034,Not Recorded,,,,,
DE,0.034,Not Recorded,,,,,
DE,0.033,Not Recorded,,,,,
DE,0.033,Not Recorded,,,,,
DE,0.033,Not Recorded,,,,,
DE,0.032,Not Recorded,,,,,
DE,0.032,Not Recorded,,,,,
DE,0.032,Not Recorded,,,,,
FR,150,Not Recorded,,,,,
DE,0.032,Not Recorded,,,,,
DE,0.032,Not Recorded,,,,,
DE,86.4,Not Recorded,,,,,
AL,182.5,Not Recorded,,,,,
AL,74.6,Not Recorded,,,,,
SE,178,Not Recorded,,,,,
CH,258,Not Recorded,,,,,
RO,150,Not Recorded,,,,,
AL,10.7,Not Recorded,,,,,
AL,14.2,Not Recorded,,,,,
AL,12.75,Not Recorded,,,,,
AL,9,Not Recorded,,,,,
IE,65,Not Recorded,,,,,
CH,107,30,,,,,
SK,735.16,Not Recorded,,,,,
DE,150,80,,,,,
IE,38,Not Recorded,,,,,
IT,14.42,Not Recorded,,,,,
IT,6.5,Not Recorded,,,,,
IT,6,Not Recorded,,,,,
IT,8.8,Not Recorded,,,,,
IT,5.1,Not Recorded,,,,,
IT,7,Not Recorded,,,,,
IT,12.8,Not Recorded,,,,,
IT,6,Not Recorded,,,,,
IT,5.8,Not Recorded,,,,,
EL,70,Not Recorded,,,,,
IT,29.8,Not Recorded,,,,,
IT,35,Not Recorded,,,,,
IT,34.4,Not Recorded,,,,,
IT,14.6,Not Recorded,,,,,
IT,82.4,Not Recorded,,,,,
IT,4.3,Not Recorded,,,,,
IT,15,Not Recorded,,,,,
IT,6.53,Not Recorded,,,,,
IT,20,Not Recorded,,,,,
IT,4,Not Recorded,,,,,
IT,3.06,Not Recorded,,,,,
IT,4.08,Not Recorded,,,,,
IT,6.4,Not Recorded,,,,,
IT,23,Not Recorded,,,,,
IT,11,Not Recorded,,,,,
IT,5,Not Recorded,,,,,
IT,7,Not Recorded,,,,,
IT,7.96,Not Recorded,,,,,
IT,10,Not Recorded,,,,,
PT,108,Not Recorded,,,,,
IT,150,75,,,,,
PT,90,Not Recorded,,,,,
IT,27.5,Not Recorded,,,,,
IT,5,Not Recorded,,,,,
BG,21.5,Not Recorded,,,,,
BG,20,Not Recorded,,,,,
BG,14.2,Not Recorded,,,,,
RO,4.8,Not Recorded,,,,,
RO,5,Not Recorded,,,,,
RO,15,Not Recorded,,,,,
RO,15,Not Recorded,,,,,
SE,152,Not Recorded,,,,,
RO,15,Not Recorded,,,,,
RO,15,Not Recorded,,,,,
RO,7.7,Not Recorded,,,,,
RO,15.4,Not Recorded,,,,,
RO,15.4,Not Recorded,,,,,
RO,11.5,Not Recorded,,,,,
RO,11.5,Not Recorded,,,,,
RO,7.7,Not Recorded,,,,,
RO,7.7,Not Recorded,,,,,
RO,8,Not Recorded,,,,,
RO,10,Not Recorded,,,,,
RO,19,Not Recorded,,,,,
RO,5.2,Not Recorded,,,,,
RO,23,Not Recorded,,,,,
RO,44,Not Recorded,,,,,
RO,14,Not Recorded,,,,,
RO,14,Not Recorded,,,,,
RO,14,Not Recorded,,,,,
RO,14,Not Recorded,,,,,
RO,11,Not Recorded,,,,,
SE,150,Not Recorded,,,,,
RO,23,Not Recorded,,,,,
RO,23,Not Recorded,,,,,
RO,30,Not Recorded,,,,,
RO,33.9,Not Recorded,,,,,
RO,11.45,Not Recorded,,,,,
RO,11.8,Not Recorded,,,,,
RO,11.7,Not Recorded,,,,,
RO,10,Not Recorded,,,,,
RO,10,Not Recorded,,,,,
RO,64,Not Recorded,,,,,
RO,148.7,Not Recorded,,,,,
RO,23,Not Recorded,,,,,
RO,7.7,Not Recorded,,,,,
RO,4.84,Not Recorded,,,,,
RO,12,Not Recorded,,,,,
RO,16,Not Recorded,,,,,
RO,15,Not Recorded,,,,,
RO,11.8,Not Recorded,,,,,
RO,24.9,Not Recorded,,,,,
RO,70,Not Recorded,,,,,
RO,38,Not Recorded,,,,,
RO,48,Not Recorded,,,,,
RO,14,Not Recorded,,,,,
RO,15.9,Not Recorded,,,,,
RO,15.9,Not Recorded,,,,,
RO,15.9,Not Recorded,,,,,
RO,11.5,Not Recorded,,,,,
RO,15.9,Not Recorded,,,,,
RO,15.9,Not Recorded,,,,,
RO,15.9,Not Recorded,,,,,
RO,11.5,Not Recorded,,,,,
FR,147.8,Not Recorded,,,,,
RO,12.22,Not Recorded,,,,,
RO,12,Not Recorded,,,,,
RO,12,Not Recorded,,,,,
RO,42,Not Recorded,,,,,
RO,4.25,Not Recorded,,,,,
RO,12,Not Recorded,,,,,
RO,13.53,Not Recorded,,,,,
RO,7.2,Not Recorded,,,,,
RO,16,Not Recorded,,,,,
RO,10,Not Recorded,,,,,
AT,730,Not Recorded,,,,,
DE,146,Not Recorded,,,,,
RO,18,Not Recorded,,,,,
RO,50,Not Recorded,,,,,
RO,41,Not Recorded,,,,,
HU,13.5,Not Recorded,,,,,
HU,1.8,Not Recorded,,,,,
FR,72,Not Recorded,,,,,
FR,19.8,Not Recorded,,,,,
FR,29,Not Recorded,,,,,
FR,44,Not Recorded,,,,,
ES,36.65,Not Recorded,,,,,
FR,145.4,Not Recorded,,,,,
AT,360,360,,,,,
IT,254.5,Not Recorded,,,,,
IT,62.1,Not Recorded,,,,,
IT,34.2,Not Recorded,,,,,
IT,23.5,Not Recorded,,,,,
IT,16.2,Not Recorded,,,,,
AT,30,Not Recorded,,,,,
FR,11.1,Not Recorded,,,,,
FR,24.5,Not Recorded,,,,,
FR,19.2,Not Recorded,,,,,
RO,144.1401274,Not Recorded,,,,,
FR,31.3,Not Recorded,,,,,
FR,74.57,Not Recorded,,,,,
IT,11,Not Recorded,,,,,
IT,2,Not Recorded,,,,,
IT,12.9,12.4,,,,,
IT,37.32,Not Recorded,,,,,
IT,62,Not Recorded,,,,,
IT,60,Not Recorded,,,,,
IT,60,Not Recorded,,,,,
UK,35.3,Not Recorded,,,,,
IT,144,Not Recorded,,,,,
UK,24,Not Recorded,,,,,
UK,24,Not Recorded,,,,,
UK,55.975,Not Recorded,,,,,
UK,65,Not Recorded,,,,,
AL,34,Not Recorded,,,,,
ES,0.06,Not Recorded,,,,,
ES,0.4,Not Recorded,,,,,
ES,0.65,Not Recorded,,,,,
ES,0.4,Not Recorded,,,,,
ES,0.135,Not Recorded,,,,,
AT,96,Not Recorded,,,,,
ES,0.045,Not Recorded,,,,,
ES,2.235,Not Recorded,,,,,
ES,0.463,Not Recorded,,,,,
ES,0.104,Not Recorded,,,,,
ES,0.388,Not Recorded,,,,,
